date,team,rank,points,source,retrieved_at
2022-10-06,Peru,23,1561.01,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Peru,32,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Peru,52,1457.69,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Philippines,111,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Philippines,141,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Philippines,135,1100.95,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2016-06-02,Poland,27,842.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Poland,10,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Poland,20,1550.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Poland,26,1548.59,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Poland,28,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Poland,36,1526.18,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Portugal,3,1249.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Portugal,3,1245.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2016-06-02,Portugal,8,1181.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Portugal,4,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Portugal,6,1631.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Portugal,9,1676.56,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Portugal,6,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Portugal,5,1767.85,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Puerto Rico,159,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Puerto Rico,160,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Puerto Rico,154,1024.3,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Qatar,101,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Qatar,34,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Qatar,56,1450.31,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Republic of Ireland,31,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Republic of Ireland,60,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Republic of Ireland,58,1441.1,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Romania,28,853.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2016-06-02,Romania,22,878.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Romania,32,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Romania,28,1497.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2024-04-04,Romania,46,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Romania,54,1455.89,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Russia,11,1015.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Russia,18,903.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2016-06-02,Russia,29,828.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Russia,66,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Russia,35,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Russia,35,1529.6,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Rwanda,123,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Rwanda,131,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Rwanda,128,1126.62,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Samoa,191,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Samoa,181,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Samoa,188,876.41,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,San Marino,205,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,San Marino,210,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,San Marino,211,721.2,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Saudi Arabia,67,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Saudi Arabia,53,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Saudi Arabia,61,1423.88,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2014-05-08,Scotland,22,825.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2018-05-17,Scotland,34,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Scotland,39,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Scotland,42,1503.34,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Senegal,28,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Senegal,20,1550.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Senegal,18,1584.38,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Senegal,17,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Senegal,15,1684.07,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Serbia,15,947.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Serbia,30,759.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2018-05-17,Serbia,35,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2022-10-06,Serbia,21,1563.62,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Serbia,33,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Serbia,43,1502.13,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Seychelles,194,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Seychelles,197,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Seychelles,204,804.16,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Sierra Leone,103,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Sierra Leone,126,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Sierra Leone,122,1147.56,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Singapore,172,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Singapore,155,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Singapore,148,1057.95,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2016-06-02,Slovakia,24,852.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Slovakia,29,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Slovakia,48,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Slovakia,47,1473.66,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Slovenia,25,860.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Slovenia,29,787.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2018-05-17,Slovenia,65,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Slovenia,57,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Slovenia,59,1441.09,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Solomon Islands,153,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Solomon Islands,132,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Solomon Islands,153,1031.89,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Somalia,207,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Somalia,199,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Somalia,199,839.17,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,South Africa,72,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,South Africa,59,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,South Africa,60,1428.38,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,South Korea,61,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2022-10-06,South Korea,28,1530.3,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,South Korea,23,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,South Korea,25,1591.63,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,South Sudan,157,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,South Sudan,167,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,South Sudan,169,970.94,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Spain,2,1565.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Spain,1,1460.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2016-06-02,Spain,6,1267.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Spain,8,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Spain,9,1617.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Spain,7,1715.22,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Spain,8,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Spain,2,1874.71,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Sri Lanka,200,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Sri Lanka,204,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Sri Lanka,187,876.86,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,St Kitts and Nevis,130,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,St Kitts and Nevis,147,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,St Kitts and Nevis,152,1036.33,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,St Lucia,174,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,St Lucia,165,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,St Lucia,166,976.71,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,St Vincent and the Grenadines,176,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,St Vincent and the Grenadines,173,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,St Vincent and the Grenadines,170,968.27,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Sudan,126,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Sudan,127,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Sudan,117,1157.22,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Suriname,154,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Suriname,144,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Suriname,125,1132.43,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Swaziland,131,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Swaziland (Eswatini),148,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2014-05-08,Sweden,26,795.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2018-05-17,Sweden,23,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Sweden,18,1558.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Sweden,25,1553.33,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Sweden,27,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Sweden,38,1509.79,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Switzerland,24,866.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Switzerland,8,1161.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2016-06-02,Switzerland,15,948.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Switzerland,6,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Switzerland,11,1605.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Switzerland,15,1635.92,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Switzerland,19,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Switzerland,19,1650.06,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Syria,76,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Syria,89,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Syria,84,1283.05,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2026-06-11,São Tomé and Príncipe,195,855.44,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,São Tomé e Príncipe,187,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,São Tomé e Príncipe,188,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2018-05-17,Tahiti,162,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Tahiti,162,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Tahiti,157,1019.04,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Tajikistan,120,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Tajikistan,99,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Tajikistan,101,1224.19,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Tanzania,137,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Tanzania,119,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Tanzania,112,1180.27,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Thailand,122,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Thailand,101,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Thailand,94,1250.8,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2026-06-11,The Gambia,116,1159.64,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,The Netherlands,19,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,The Netherlands,7,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2018-05-17,Timor Leste,190,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Timor Leste,198,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Timor-Leste,201,831.0,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Togo,129,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Togo,113,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Togo,119,1152.76,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Tonga,207,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Tonga,201,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Tonga,200,835.64,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Trinidad & Tobago,92,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Trinidad & Tobago,98,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Trinidad and Tobago,102,1219.59,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Tunisia,14,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Tunisia,29,1496.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Tunisia,30,1507.54,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Tunisia,41,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Tunisia,45,1476.41,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Turkey,29,830.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2016-06-02,Turkey,18,919.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Turkey,37,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Turkey,40,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Turkey,22,1605.73,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Turkmenistan,128,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Turkmenistan,143,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Turkmenistan,141,1078.65,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Turks & Caicos Islands,202,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Turks & Caicos Islands,206,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Turks and Caicos Islands,205,803.98,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,US Virgin Islands,199,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,US Virgin Islands,208,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,US Virgin Islands,208,779.76,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Uganda,74,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Uganda,92,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Uganda,89,1264.09,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Ukraine,23,875.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Ukraine,17,913.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2016-06-02,Ukraine,19,894.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Ukraine,30,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Ukraine,25,1513.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Ukraine,27,1536.99,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Ukraine,22,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Ukraine,32,1549.29,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,United Arab Emirates,81,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,United Arab Emirates,67,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,United Arab Emirates,68,1370.47,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,United States,14,957.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,United States,14,1015.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2018-05-17,United States,24,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,United States,22,1548.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,United States,16,1627.48,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,United States,11,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,United States,17,1671.23,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2010-05-26,Uruguay,16,899.0,snapshot:fifa_2010-05-26.csv,2026-06-22T22:06:16.733133+00:00
2014-05-08,Uruguay,6,1181.0,snapshot:fifa_2014-05-08.csv,2026-06-22T22:06:16.766522+00:00
2016-06-02,Uruguay,9,1150.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Uruguay,17,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Uruguay,5,1637.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Uruguay,14,1638.71,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Uruguay,15,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Uruguay,16,1673.07,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Uzbekistan,88,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Uzbekistan,64,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Uzbekistan,50,1458.73,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Vanuatu,155,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Vanuatu,172,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Vanuatu,160,1002.53,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Venezuela,39,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Venezuela,26,1505.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2024-04-04,Venezuela,54,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Venezuela,49,1469.18,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Vietnam,102,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Vietnam,115,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Vietnam,99,1225.68,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2016-06-02,Wales,26,846.0,snapshot:fifa_2016-06-02.csv,2026-06-22T22:06:16.782449+00:00
2018-05-17,Wales,21,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2019-07-25,Wales,24,1514.0,snapshot:fifa_2019-07-25.csv,2026-06-22T22:06:16.830433+00:00
2022-10-06,Wales,19,1569.82,snapshot:fifa_2022-10-06.csv,2026-06-22T22:06:16.846448+00:00
2024-04-04,Wales,29,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
2026-06-11,Wales,37,1516.95,snapshot:fifa_2026-06-11.csv,2026-06-22T22:06:16.926026+00:00
2018-05-17,Yemen,124,,snapshot:fifa_2018-05-17.csv,2026-06-22T22:06:16.800256+00:00
2024-04-04,Yemen,156,,snapshot:fifa_2024-04-04.csv,2026-06-22T22:06:16.864343+00:00
